participant,question,explId,explIndex,text,acc,satis,satisfaction,accuracy,causation,functional,general,mechanism
okTkthnuDxzhnEuNJ,38,752,3,The hotness makes us tear up.,2,1,3.888888888888889,3.7,2.8,2,4.125,3
mpAHLprhXPqsSlvpS,38,753,4,"The capsaicin in spicy food reacts with our body. I think the body treats it as a poison, the same way it would an allergen or virus, so you have a similar physiological reaction.",5,6,4.222222222222222,4.9,4.6,3.1,3.5,5.7272727272727275
sHjFGivpKpmybWTGQ,38,754,5,The heat causes our brain receptors to cry.,2,2,3,2.7,3,1.6999999999999997,2.625,3.090909090909091
aMJqRWzTNVlMUVXmZ,38,755,6,"Spicy foods make our noses run because they simulate heat in our nasal passages, and makes our noses run just like very hot foods will.",4,1,5,3.9,3.7,3.7,4,5.8
RBCtidmYYQJBTWOLJ,38,756,7,Because the spices trigger our senses.,6,6,4.555555555555555,4.1,4.1,3.5,5,3.272727272727273
SwAdlHUTgXEFoIUyC,38,757,8,"I am unsure about this one, but I believe it is because it causes an inflammatory response.",4,2,4.333333333333333,4.9,3.5,2.4,3.75,3.5454545454545454
CylwshqaWALnjWLBJ,38,758,9,There is a chemical called capsaicin in the peppers that react to the mucus membranes that cause them to make our noses run.,6,6,5.222222222222222,5.8,5.6,3.5,4.875,5.454545454545454
NFiJfQeXVroxaVhlE,38,759,10,When our body temperature in our mouth rises our body believes there is something harmful entering our system so it releases mucus in an effort to push that harmful substance out.,5,4,3.7777777777777777,3.7,3.7,3.1,3.625,4.818181818181818
dQPWrwTnRZFHvGzIm,38,760,11,Capsaicin irritates mucous glands.,7,7,4.888888888888889,5.9,5.3,3.3,4.5,5.090909090909091
dGCHhGYirjLsTiFqR,38,761,12,"Our sinuses and mouth are closely connected, as is our ears - thats why doctors are Ear, Nose and Throat specialists.  When you eat spicy food, the smell of the spice as well as the spice itself can irritate your throat and nasal passages.  To protect against this, your nose will provide lubricant to try to flush out the irritants.",5,6,4.888888888888889,5.4,4.9,3.6,4.5,5.818181818181818
ynMhYXmalYXlyNmkw,38,762,13,Because the spicy food agitates our senses and perhaps agitates the mucous membranes which forces them to produce more mucus which our body uses as a defense mechanism.,3,6,5.777777777777778,5.2,5.3,3.8,4.875,5.909090909090909
MeJFZazmRNGySJTAG,38,763,14,Maybe it has to do with your taste buds. Apparently it sets off a reaction from the sinuses.,5,2,3.111111111111111,3.5,2.7,2.3,3.375,4.7272727272727275
tuaIrLTyBPKNqTJjg,38,764,15,"Because it stimulates our olfactory nerves very intensely and overloads them to the point that mucus begins to flow, like a cold.",5,7,4.222222222222222,5.2,5,2.9,4.375,5.7272727272727275
iCUyYdsDmppfhSOeL,38,765,16,The spices inflame our bodies and causes water to run.,5,4,3.6666666666666665,3.9,3.7,2.3,3.5,4.636363636363637
xrBLAAavixwRjfZoy,38,766,17,"Spice is an irritant of the mucus membranes of human beings. When eaten, it usually passes safely through the digestion system without causing any harm, but the body still recognizes the presence of a known irritant of mucous membranes to which it produces the protective response of a runny nose.",3,6,5,6,4.7,3.7,4.875,5.454545454545454
HpRkKNuntJHdVYevL,38,767,18,The spices cause the body to release histamines which cause the nose and eyes to water.,6,6,5.444444444444445,5.2,4.9,3.2,4.375,5.090909090909091
gcMtkEDBILmlSouuj,38,768,19,Spicy foods contain capsaicin and capsaicin irritates the mucus membranes in our nose. This irritation causes our noses to run.,7,7,5.555555555555555,6.2,5.5,4,5.25,6.363636363636363
GvJEMrvemViivSOeq,38,769,20,It is a natural result of the body. It is in order to cool down the inner areas of our noses from the heat that comes from spicy food.,2,7,4.444444444444445,3.6,2.6,4.3,3.75,3.5454545454545454
uFUMeivvaIhiXEZzg,39,770,1,It is part of their chemical make up.,3,2,5.3,4.9,4.3,1.6,5.636363636363637,3.6666666666666665
rEkadfIVRQepIbiVk,39,771,2,To prevent animals from eating too much of their fruit so it has a better change of reproducing.,1,6,4.3,3.9,1,4.1,3.3636363636363638,5
okTkthnuDxzhnEuNJ,39,772,3,There is no natural sugar produced in them.,2,1,4.5,4.2,2.9,0.4,3.727272727272727,2.666666666666667
mpAHLprhXPqsSlvpS,39,773,4,Lemons are acidic. Things with high levels of acid taste sour to your tastebuds.,6,5,6.3,5.7,5.2,1.8,5.363636363636363,5.454545454545454
sHjFGivpKpmybWTGQ,39,774,5,Lemons are part of the citrus family and all citruses are tart.,2,2,5.8,4.9,2.5,1.8,4.090909090909091,2
aMJqRWzTNVlMUVXmZ,39,775,6,"Lemons are sour to prevent people and animals from eating them, an overly sour taste is unpleasant to most.",5,4,4.6,4.2,1,4.3,3.1818181818181817,4.166666666666667
RBCtidmYYQJBTWOLJ,39,776,7,There is acid in the lemons.,6,5,5.4,5.5,4.3,1.3999999999999997,5.181818181818182,4.75
SwAdlHUTgXEFoIUyC,39,777,8,"Lemons are extremely acidic, and acid has a very sour taste, compared to something that is very basic on the pH scale.",7,6,5.9,5.5,5.3,1.7,5.181818181818182,5.363636363636363
CylwshqaWALnjWLBJ,39,778,9,They have ascorbic acid in them in high amounts and when they mix with the taste buds react in a sour taste.,5,6,5.5,5.5,4.6,2.5,4.818181818181818,6.083333333333333
NFiJfQeXVroxaVhlE,39,779,10,Lemons are sour in order to prevent some prey from consuming the seeds.,2,2,4.3,3.9,0.4,4.4,3.090909090909091,3.5
dQPWrwTnRZFHvGzIm,39,780,11,Citric acid.,7,5,5,5.6,5.1,1.2,4,3.75
dGCHhGYirjLsTiFqR,39,781,12,"Lemons have a high acidic content, giving them their sour taste.  Other foods with varying levels of acidity and varying levels of sourness are vinegar, limes, and pickles.",6,5,5.8,6,5.3,2.3,5.090909090909091,5.5
ynMhYXmalYXlyNmkw,39,782,13,Because they contain citric acid which is received by our taste buds as a sour substance.,6,6,5.9,5.7,5.4,2.6,4.545454545454546,6.083333333333333
MeJFZazmRNGySJTAG,39,783,14,To allow that different flavor to be added to other things to make it tastier.,3,3,3.5,2.7,0.6,2.6,4.363636363636363,3.1666666666666665
tuaIrLTyBPKNqTJjg,39,784,15,Because the taste buds inside our mouth on our tongue react very sharply to the chemistry that is contained in lemons.,6,7,5.5,5.1,2.7,3.1,5.636363636363637,5.25
iCUyYdsDmppfhSOeL,39,785,16,Lemons are sour due to the heavy citrus flowing in them.,6,5,5.5,4.8,3.5,1.3,4.363636363636363,3.9166666666666665
xrBLAAavixwRjfZoy,39,786,17,Lemons are sour to discourage animals from consuming too much of them. By presenting only a slightly enjoyable taste -- without added ingredients -- the lemon tree ensures its own survival.,2,5,5,4.5,1.2,5.3,3.5454545454545454,5.166666666666667
HpRkKNuntJHdVYevL,39,787,18,A chemical component of lemons is sour and they have very low sugar content.,6,6,5,4.4,4.1,1.1,4.545454545454546,3.75
gcMtkEDBILmlSouuj,39,788,19,"Lemon has a high level of citrus, higher than oranges or grapefruit. The level of the citrus makes them sour.",7,7,5.8,5.6,4.8,1.5,4.7272727272727275,4.166666666666667
GvJEMrvemViivSOeq,39,789,20,They are a naturally sour fruit. There are certain sugars and chemicals in them that give them a sour taste.,5,7,5.8,4.6,4.1,1.8,5.545454545454546,4.666666666666667
uFUMeivvaIhiXEZzg,40,790,1,Not everyone is. Some people are night owls and some people work overnight.,7,7,2.75,4.8,0.7777777777777778,0.5,3.8,2.75
rEkadfIVRQepIbiVk,40,791,2,"Our senses work better during the day, so it makes sense we are more active during the time we are most efficient & effective.",2,4,5,4.9,2.7777777777777777,3.2,5.3,3.5833333333333335
okTkthnuDxzhnEuNJ,40,792,3,The sun makes us stay awake while the darkness makes us sleepy.,2,1,4.75,5.1,4.222222222222222,2.1,3.9,3.1666666666666665
mpAHLprhXPqsSlvpS,40,793,4,"Humans probably developed this way because, prior to electricity, it was easier to do things while it is light outside and you can see. Over hundreds of thousands of years we just kept this tradition.",7,7,5,4.6,4,1.8,5,5.083333333333333
sHjFGivpKpmybWTGQ,40,794,5,We sleep at night because traditionally we could not see. There is no reason to stay awake.,6,7,4.125,5,2.111111111111111,1.8,4.2,3.4166666666666665
aMJqRWzTNVlMUVXmZ,40,795,6,"Sunlight triggers hormonal fluctuations in our bodies to keep us awake and active during the day, and after the sun goes down, darkness does the same thing but it makes us sleepy instead of alert.",6,4,5.75,5.1,4.222222222222222,3.3,4.9,5.916666666666667
RBCtidmYYQJBTWOLJ,40,796,7,It's the ways our bodies are trained.,7,6,4.25,4.2,3.111111111111111,0.7,4.3,2.3333333333333335
SwAdlHUTgXEFoIUyC,40,797,8,"Humans are not nocturnal creatures. Their bodies are adjusted to a sleep cycle in which they are awake during the day, and sleepy at night. People that work 3rd shift are actually more likely to die young because they are going against this natural sleeping pattern.",7,7,4.375,5.7,4.444444444444445,2.2,4.3,4.25
CylwshqaWALnjWLBJ,40,798,9,Nature has the human race on a cycle that has us doing things during the day and sleeping during the night.,2,2,3.875,5.2,3.4444444444444446,2.9,4.8,3.1666666666666665
NFiJfQeXVroxaVhlE,40,799,10,The darkness makes actions difficult to accomplish and triggers substances in the brain that induce sleep.  The light and heat of the sun encourage action.,1,2,4.75,5.2,4.666666666666667,3.1,4.1,5
dQPWrwTnRZFHvGzIm,40,800,11,Because we are a diurnal species.,7,7,3,4.1,2.2222222222222223,1.8,5.5,2.5
dGCHhGYirjLsTiFqR,40,801,12,"Our body produces a chemical called melatonin, which is also called the sleep hormone.  Naturally, our body will produce this chemical when it starts getting dark, signaling that it is time to sleep.  It wears off over time, fully wearing off in the morning when it's time to wake up.  Some people have melatonin deficiencies or other conditions where their body makes too little or no melatonin.  Melatonin is easily available as supplement form for about $5 at any big box or drugstore.",7,7,4.5,5.2,5.111111111111111,3,5.3,6
ynMhYXmalYXlyNmkw,40,802,13,"Because our bodies must sleep to recharge and do normal maintenance while we are asleep. Society norms require us to be awake during the day to live a normal life, therefore our bodies allow us to use our energy then, and since society is hardwired that night is for sleeping, our bodies then tell us we are ready for sleep.",3,6,4.875,4.8,4.111111111111111,3.2,4.8,5.416666666666667
MeJFZazmRNGySJTAG,40,803,14,"Not everyone is awake during the day and sleeps at night, but it is certainly easier to sleep at night due to decreased activity and the dark sky. It's hard to sleep during the day, so people stay awake and do what's necessary during the hours with sunlight.",5,4,3.75,5.1,3,1.3,4.7,4.416666666666667
tuaIrLTyBPKNqTJjg,40,804,15,Because we have a biological clock inside our genes that tells us day is for being active (hunting) and night is for being inside or close to safety so we are not eaten ourselves.,7,7,5.5,5,3.7777777777777777,2.6,4.8,5.5
iCUyYdsDmppfhSOeL,40,805,16,Because of our time zones and the darkness of night soothes our eyes.,5,5,3.875,3.8,2.3333333333333335,1.9,3.5,2.916666666666667
xrBLAAavixwRjfZoy,40,806,17,There isn't enough light in our natural environment in order to be very productive during the night. It is far more productive for the human body to dream -- and thereby heal and rehearse neuron firing -- than it is to be awake during the night.,2,7,5.125,4.6,3.888888888888889,2,4.6,4.583333333333333
HpRkKNuntJHdVYevL,40,807,18,Because the body has natural cycles that react to daylight.,7,6,5,5,4.333333333333333,3.5,5.7,4.083333333333333
gcMtkEDBILmlSouuj,40,808,19,"Our body produces a hormone, melatonin. When it becomes dark the level of melatonin increases therefore we become sleepy at night.",7,7,6,4.8,5.333333333333333,3.6,5.9,5.833333333333333
GvJEMrvemViivSOeq,40,809,20,"Because most animals are awake during that time. Humans learned to be awake during the day from observing most animals. It also because, since most animals are up during the day, it is easier to find and hunt them.",2,7,3.75,4.6,3.3333333333333335,3.6,4.2,3.8333333333333335
fzJOclLkZWYHpbzrO,42,830,1,"Because it does not absorb most frequencies of visible light (water is actually very slightly blue, as you can demonstrate easily in a white bathtub).",6,5,4.571428571428571,4.444444444444445,4.555555555555555,2.4,3.5454545454545454,4.375
kwfaiAdzqUyXiZJGg,42,831,2,That's the way it was made in God's eyes.,7,4,2.142857142857143,2.3333333333333335,2.111111111111111,1.1,2.7272727272727275,1.875
ScMznAGEWxoCgAzTC,42,832,3,"There is no color to the water molecules, so light can pass through it easily, and anything reflected back similarly has no color beyond what went in.",2,1,4.285714285714286,4.333333333333333,3.5555555555555554,2.4,5.2727272727272725,5
aZMGliizVSvpzXpsj,42,833,4,It signifies it is safe to drink.,5,6,2.5714285714285716,2.111111111111111,0.4444444444444444,2.1,2.4545454545454546,1.625
okJsCYFmwCnMJVuHB,42,834,5,Water is transparent because the combination of oxygen and hydrogen does not introduce any coloration. Both elements come from the clear air rather than the colored ground.,5,4,4.285714285714286,4.777777777777778,4.777777777777778,2.4,4.363636363636363,5.75
kcUDUudOvWNncoDtP,42,835,6,The water molecules are too small for human eyes to see.,3,3,3.4285714285714284,3,2.7777777777777777,1.9,5,3
ZFoFjkdyMjYmdArCk,42,836,7,Because the molecules are see through.,2,4,3.857142857142857,3.2222222222222223,3.5555555555555554,2.4,3.727272727272727,2.25
XVNtZapijKbXOrCsO,42,837,8,It is transparent due to the making up of water.  The water is made up up hydrogen and oxygen and they are both gases.,5,5,4.428571428571429,4.666666666666667,4.555555555555555,3,5.545454545454546,5.375
FDxEsXakdgaNOMtjw,42,838,9,The elements in the water are translucent and light passes more easily through the molecules.,3,7,5.142857142857143,4.666666666666667,5,2.9,5.7272727272727275,4.375
RZRrWhKfhTnDbwLTY,42,839,10,Water is transparent because of the light spectrum.,5,4,4,4,2.6666666666666665,2.4,4.7272727272727275,2.25
ZTlLRYuYaMKtmeHxO,42,840,11,"Water is transparent because it is composed of two invisible substances, hydrogen and oxygen. Both hydrogen and oxygen are present in the air and we cannot see them.",5,4,4.857142857142857,6,4.222222222222222,3.1,5.454545454545454,5.375
pZuUWoNCceLUoCfLH,42,841,12,Water is transparent because it is so pure that it lacks even color or obscurities.,3,5,4,3.2222222222222223,3.111111111111111,1.8,2.8181818181818183,3.25
qsaaffQmpwCJaWrWJ,42,842,13,Could be transparent because there is not any solid material in it just all liquid.,3,3,3.2857142857142856,3.7777777777777777,3.2222222222222223,2.4,3.8181818181818183,3.5
DLvFXvFrpXhsFYCIS,42,843,14,"Water is transparent depending on how many impurities are in it.   Crystal clear water is pristine with no impurities such as dirt, algae, microbial bacteria, etc.",7,7,5.142857142857143,3.6666666666666665,3.2222222222222223,2.6,4.363636363636363,4.5
gFvRPvNOcdPCuEBaS,42,844,15,"Because the molecules that make up water are not colored, they are simply gases that together have taken on a liquid form.  Only additives or additional molecules of color would make it non-transparent.",5,4,4.571428571428571,4.777777777777778,4.888888888888889,2.5,5.454545454545454,5.25
fUijtyeSwmRfTYvSs,42,845,16,The molecules are far enough apart to not block much of the light passing through.,2,5,4.571428571428571,3.4444444444444446,3.5555555555555554,2.4,4.818181818181818,5.625
VRQHSoOKVcCRPEYny,42,846,17,"The molecular structure of water is made of 2 hydrogen particles , what are a gas and 1 particle of transparent oxygen. AS both are transparent, the resulting compound, water, is also transparent.",4,6,4.571428571428571,5.222222222222222,4.111111111111111,3.6,5.2727272727272725,5.875
gCmjrIgeWitzCidnD,42,847,18,Because the molecules of water do not contain any color.,3,3,3.4285714285714284,4.888888888888889,4.111111111111111,2.6,5.818181818181818,2.875
wvqDDpCgeFTnxjDQk,42,848,19,Because it lacks things to color it.,4,4,2.857142857142857,4.444444444444445,2.6666666666666665,1.5,3.8181818181818183,1.75
CabOYdtSYPXhBEVhG,42,849,20,"Because of its chemical composition, it is colorless. It takes up whatever color the medium is.",4,3,4.428571428571429,4.777777777777778,4.777777777777778,2.4,4.2727272727272725,4.75
JlZoColKHRIjAAqdN,42,850,21,"Water is made up of hydrogen and oxygen.  Those molecules are both transparent and when combined to make water, their transparent properties remain the same.",5,6,4.857142857142857,5.888888888888889,3.6666666666666665,3.1,6.090909090909091,4.875
